product_id,quantity,wholesale_cost,sale_price,supplier_id
76INQC9OKWPC,3857,441.64,506.12,JKLYTTYX
I2RPY1RM9DYD,3565,392.76,653.16,WTTXQKPY
P9EEN7J7EIS1,2348,126.65,183.39,XTLSDMUL
VBQ25NNG7DUU,2984,371.8,503.42,VZLQFRWX
BK0DJHOWYJJ2,3309,423.72,507.19,GWLQWWGF
D4C3AIPWADQK,634,43.43,76.83,XFYKVPCZ
AIXAMNWJLIT6,2116,116.84,175.84,CHNSREHB
Y6R8TL5UE88U,1668,106.58,126.51,VBFCBKEA
XX5PE2TYU47P,6825,370.51,491.3,GWLQWWGF
C125OTHUHA53,2252,98.2,134.44,IHQDKKBV
JMCK5F33R0M6,3017,379.61,610.79,OASMAYFO
0LRAB6WVC1VX,6574,357.67,421.34,UXXZPJFF
90496YG3LWK9,7124,404.76,567.07,POFQJISY
5RTOTDU8JU4O,75,4.22,6.82,QYHTPPOO
XQYYHCB1ZULZ,4188,448.62,687.73,ONGELTQN
USM3XT3J8NUJ,835,36.71,54.04,CSSBDRWU
ZDV2BJF2IDJP,4465,416.91,568.67,ONGELTQN
QFHDO3VKL6R9,2925,145.48,269.72,IHQDKKBV
8J76W42YFOG8,2728,137.65,156.65,MVBNIMZA
A5IEDTQS01AC,2635,146.36,261.25,MSQAOKOB
IV2BE7VP6ATM,2734,120.07,143.48,BIDYVWTH
LWCT3VYFSXSV,2012,138.51,163.3,OODWWNVF
T83PUOBKRXJR,2501,142.85,199.13,TOJRXIYG
0DGOI0W6VU8M,6734,374.4,515.55,PSVGQMQG
G9ZX3010SSKQ,3165,392.76,719.54,WLCEIYVC
ZJ6FH0DFZ8GZ,6876,465.54,788.62,OTWBEGVW
1H98Q8SBEI9N,2756,113.64,206.82,XTLSDMUL
S7H8Y3E83OZQ,2528,121.7,180.24,LYBAARTG
9G9Z9DOSDD3L,3007,429.2,488.0,QDHPNSCH
59AXNU9JCR4A,70,2.54,3.6,OFTXWWYN
3I8NI3OPBT3D,5375,402.08,657.4,UTCORDWC
O7YO5JHOVOTW,5141,451.42,822.04,MSQAOKOB
8DHG0G15N7AS,2784,124.17,200.29,XTYQULIL
G8WOIGCLSYYE,3072,390.12,694.8,IORAGUSE
6BJINXDKG0OV,2572,141.11,233.11,PSVGQMQG
8983DWTGNNF8,6677,338.76,605.36,JKLYTTYX
RSWMRC8GZLDD,6711,398.08,491.23,PXDXMORG
I4Q2U6L01TF8,2438,104.27,170.59,PSVGQMQG
RE5GX7QIP6I5,1995,127.48,224.49,WLOIWDIT
AZXJ7UCBOXT9,4532,390.12,579.72,QHMXJBCY
76VZMWCKG3GE,6324,358.94,445.8,MGJSEDFG
UAMCT4DACXLO,3936,382.22,463.63,IHQDKKBV
9QBZXJCZQOUZ,2145,126.65,224.3,PQECJMNZ
04CTF2GQTRAS,2341,108.91,171.42,PQECJMNZ
CD9Q4TGLZJSG,3066,392.76,596.21,DVTTBGWX
3NGT3Z3YD3A1,3380,454.23,664.54,CHNSREHB
WO6YVNE44AF0,966,41.31,70.27,EUTQCTSM
U38N1VQWCPLI,5045,394.09,680.59,ZCZWGMYU
4YRVIAL6X5KU,6851,410.14,561.48,IORAGUSE
RS791G9DAEF8,2523,118.45,173.06,BIDYVWTH
J38RWNPGM663,6948,419.63,788.48,GUNUNVBC
8934HCLH6A5G,3489,407.45,588.36,DPCTSMVM
9DHBMGHMBS5C,6965,426.46,530.09,XFYKVPCZ
TBQ3MY730Q58,1561,136.79,229.67,WLCEIYVC
WWXFL5V20D36,3013,375.7,598.49,KHYHIZDT
79VXK4C7SXWM,3027,388.8,480.95,JKLYTTYX
5ZXIYQ1FVPT4,6920,360.22,555.82,FQOMWNGL
LOBBWM24OIUV,443,33.28,62.17,POFQJISY
CXRFE52FO0LJ,6778,355.12,579.2,GATJXFAG
U3PMGAJPZR5A,4781,416.91,647.04,GZSGQYHN
HIHFQL3SXTOU,842,38.73,62.67,EFZFEWBD
TQRB6NMS6S65,2935,141.11,165.8,QQDWNFSO
99EQ0K5U6CHK,7021,370.51,419.42,RGMSSOZL
3NAERRRT450D,6431,427.83,671.69,OASMAYFO
W6NS8CPQ36D1,6441,414.2,509.47,SERWAZMX
ZJZRZIQ19F0N,2824,123.34,225.22,ECEXFPQP
DUC4F9UJ1GNB,5591,380.92,632.33,XTYQULIL
D7OE6OVP0XEA,5305,367.93,455.87,UNTJETMO
PCZF1TN912F3,6146,410.14,589.37,NXTXIDSR
N4K3XAZSYW95,1640,137.65,166.14,UGJRJPUM
WPF8AXDH1QKY,6263,419.63,597.55,CKLULBLA
J9EPCHLSNW0T,1245,105.03,179.29,GATJXFAG
RLBGJC8A21LL,1667,130.84,184.75,OODWWNVF
UA1D5155OFLP,1176,147.24,256.93,XSILJQML
Q0B8Q0ZNUW3S,2414,134.22,165.22,AOQAITFZ
R3MNZZJKCQXW,319,12.72,21.6,EFZFEWBD
QFSK3JGOTSAG,4600,412.84,601.92,EKMACZFW
5GZA06MQJS9I,6422,410.14,490.12,UGJRJPUM
956XA4TLCN3N,6833,399.41,621.48,CSSBDRWU
5ECP1HVO5QT4,7079,404.76,643.97,CHKWUTQZ
2V95G50SL61F,6040,391.44,683.06,EUTQCTSM
TNGQLG5G1OLX,5153,410.14,498.32,MLUBXBOB
YGOQTKFSJZOP,1711,121.7,159.31,SXJLPXWP
O33ITWWM4TMX,1174,129.99,147.8,NXTXIDSR
CBWDUTNMUGEY,4869,369.22,633.95,UXXZPJFF
NRC3BG3TCZSP,6499,377.0,444.11,QWEFFAMZ
GP6XCZIHBUFO,4119,387.48,487.45,BIDYVWTH
J2TEEYYBHNMX,3020,392.76,628.42,QQDWNFSO
CXQD952M7FA5,3659,386.16,602.02,UGJRJPUM
B9Z318H61MCM,6259,402.08,584.22,OJQBDSJE
H4TIH3YXTVW9,580,31.86,45.88,CKLULBLA
OFS51I4STUEN,6100,378.3,490.66,WLOIWDIT
KTAGZ7S8DI3D,5055,414.2,679.7,USRMLEYN
E24081TXNSLS,1143,121.7,139.71,OODWWNVF
AUAZ8ZLBCFDD,31,1.49,2.4,WLOIWDIT
JVRA9GPQHCHP,4243,369.22,498.82,QHMXJBCY
37LR7XRE0FL2,1355,112.05,125.72,OVIJVVMY
21H0AJYF30PK,6661,412.84,667.56,PXDXMORG
GY7U2L693B3A,1169,93.75,154.31,GWLQWWGF
VJSZU0PVZ7L8,6986,400.75,734.57,MLUBXBOB
DBX0QK4K8XTX,6116,448.62,833.09,WLCEIYVC
QNI7O7B0CR05,676,30.46,56.08,BEOAQCUU
2L1MEGI7OVC9,2288,113.64,212.51,WILQBIGJ
4PRKYYQFKSO5,1885,121.7,154.19,GZSGQYHN
A270NPKUHYE2,6239,425.09,778.34,XFYKVPCZ
MBEW1830IX8N,466,43.97,61.21,YNMMBGMH
RWD6CA0IL0A1,508,43.97,63.89,AOQAITFZ
P7XK9S0LJ00F,173,13.04,22.3,POFQJISY
LFT6UYA9S5DB,3234,395.42,533.42,FOLJGBPO
9REEUB7QN42V,2031,90.83,151.6,KGXRQYXG
5MXRHZ3HYKZS,5299,411.49,541.52,BKEXRLXH
DPIMXHYX6Z2N,1224,141.11,185.0,XTYQULIL
KK6XQSBYXOIL,2174,122.52,144.33,PRDUSSZE
045I7CQ8Z4WR,1701,120.89,171.66,QWEFFAMZ
GOGGQ915PJAV,2806,115.23,131.48,ECEXFPQP
Q2OPZTCG9QMI,5087,342.51,531.58,PRDUSSZE
BE1GWE52DVDV,1821,108.91,141.91,GWLQWWGF
TC1FSNT49ML3,4013,455.63,832.44,QHMXJBCY
V6PJUEJBG2TW,6562,403.42,753.59,WILQBIGJ
1FJZCDY27PMP,5699,440.25,634.84,QWEFFAMZ
K2I5EH1RKCIY,5111,348.79,456.91,JKLYTTYX
UDI384EZOT3R,2524,104.27,131.17,NQBZXFHM
G111R9CHT4UD,642,40.79,68.36,AOQAITFZ
H8LYW2QC99VZ,1220,143.72,254.38,VBFCBKEA
9J49QDPRMM0N,2514,121.7,136.43,XFYKVPCZ
SIEP6LLT8NF9,4559,433.33,728.86,UXNVMXTP
0M81AFLSXK6Z,6458,437.48,682.03,XFYKVPCZ
UVCFMBVKWKNV,5580,399.41,540.0,LGMCZVRT
LH1AS46ABEGO,3478,387.48,708.31,DVTTBGWX
K7YV79BDUD17,3761,444.43,640.87,FQOMWNGL
SBMCMNULJ9PO,6029,383.54,671.96,ECEXFPQP
81E8E8MQMHRR,3954,390.12,626.92,XTYQULIL
VBTUSDUP6EHF,3910,444.43,814.2,CSDSYWJU
EIUEE4C12G97,152,14.37,25.88,BIDYVWTH
WHND35D8G3DC,1558,108.13,192.15,WTTXQKPY
5W1WXF75XJQI,4670,418.27,562.99,WLCEIYVC
H7K2OTKS6IAP,1050,35.22,59.35,TXCOIZJT
DSSVHAUCQDVS,3304,399.41,678.2,NHKMYOFY
MAGDBLCDY4ZC,6313,396.75,544.34,QDHPNSCH
71423KESHG9X,5046,386.16,619.01,MVBNIMZA
CKC0VWKKANUY,683,33.28,53.91,UNTJETMO
9UOJO5IWEJLT,1805,124.99,154.86,WLOIWDIT
PT685ZODBNAK,2389,112.05,129.19,QYHTPPOO
PC3KLWHDJ3K1,2202,125.82,202.7,NXTXIDSR
5S2T88SR6XGR,7111,444.43,604.42,WDXMBCNS
ZA6LF5G9A945,6023,326.39,429.2,KGXRQYXG
FHOWU36ZE6XX,3713,403.42,488.95,KHYHIZDT
17VB3F8OEW16,5505,374.4,514.05,MGJSEDFG
3PGVU8BK6KED,2583,118.45,177.91,OFTXWWYN
30GFF0DM8Y0J,392,14.71,26.49,DENVDEQY
S0PKXQ0OYYDR,4186,416.91,750.44,CHNSREHB
KNCJS0QBY1BG,6362,412.84,619.26,CSDSYWJU
ZVNB085DSPDD,5367,379.61,437.31,GGJOIYRG
24RAIVS7V698,856,36.21,49.17,XTLSDMUL
BXQIEOSWRD1G,1963,116.04,146.67,OTWBEGVW
IERTJ04W630A,2645,135.08,172.5,WAUYQMGJ
TTU4CK4VGFL0,3815,404.76,497.05,GZSGQYHN
0BJK486FOMBF,3699,383.54,538.49,UGJRJPUM
129BTO0A0XTC,2958,115.23,143.69,WLOIWDIT
TWQ1P4CPPKQR,3923,399.41,455.33,ONGELTQN
Y4RYIKBKU29U,3424,399.41,456.13,WDXMBCNS
KPZYEGJAQWTD,5435,373.1,415.26,OJQBDSJE
KIL7B42Z5APN,8,0.06,0.07,XFYKVPCZ
YULL489QXFIB,6547,427.83,590.83,QYHTPPOO
5PGDFQRZ26FE,6111,395.42,471.34,PSVGQMQG
PXY08ST5554X,1971,118.45,223.99,HJGCFVMV
C13HJNN90T8Z,5607,412.84,687.79,EUTQCTSM
WEOTUWD6XHWW,5408,399.41,680.2,NXTXIDSR
B3K6J2NNZUTA,2556,114.44,204.5,OVIJVVMY
KYC5BGVWCSII,6995,380.92,721.46,XSILJQML
4PIHRZJL0ZEN,6140,353.85,440.54,GGJOIYRG
5XUVSZP5YJ5N,4509,364.07,436.52,EFZFEWBD
QKKMWWOCWC3Y,6185,404.76,459.0,XTYQULIL
ZVZ4IZ1WNLYO,7134,416.91,730.84,ANCAIDAQ
XAVNFX9C237I,6699,394.09,595.08,IORAGUSE
0LEW20Z8RJWS,2101,124.99,141.24,MVBNIMZA
K26Q4FEV108Q,1782,117.64,165.87,PRDUSSZE
1880WT0CF0A8,1268,136.79,245.26,UNTJETMO
VW1LLPMGOHM9,7044,437.48,693.84,CSSBDRWU
2C53YLSPLXC6,178,10.24,14.92,SASERNVV
PZ5GOWXAO7QQ,4228,394.09,674.29,FOLJGBPO
BVED39S7JUQU,967,38.73,55.58,OODWWNVF
W61VQ4JA7NJN,2426,116.84,151.31,FOLJGBPO
7JWAE9SDHA0U,1686,126.65,170.85,YNMMBGMH
T79XK81LXPTB,5316,452.82,802.4,ECEXFPQP
OJ1CRA1S4PUZ,3111,461.28,537.85,DVTTBGWX
AS47BEBI8YNZ,1526,124.99,190.11,UNTJETMO
V1SBZTHCPND9,1423,120.07,143.36,CSSBDRWU
GLNN4MXWX5ZY,5764,419.63,699.1,FOLJGBPO
US0K3LOU1QYH,2185,126.65,223.41,USRMLEYN
ZY91FJVPALFY,24,1.0,1.76,CHNSREHB
X828AYC0FDN0,5980,392.76,690.86,KJSJOKLM
Q2VULAG3ADCT,532,47.24,55.27,AOQAITFZ
NRD6F9PIZKH1,42,1.91,2.9,BWZUXDTR
R0IGMFX7FARL,3296,357.67,588.37,HJGCFVMV
BR1XV1D3X7UF,2926,128.32,226.74,PSMQGMBF
M4HV0F6O9HNI,5271,402.08,583.02,LYBAARTG
RXQJUFA9UPS4,1584,141.98,233.56,OVIJVVMY
QPXWF6FTNPE1,244,9.66,14.37,PRDUSSZE
L0IS29OGLF0P,3790,425.09,501.18,FQOMWNGL
U0FLBILHKGKQ,4344,377.0,585.86,CKLULBLA
763CA2N9BVOW,1321,100.46,118.54,QWEFFAMZ
E2DZ867LHOZT,5973,392.76,565.57,MLUBXBOB
GYH5FTZM6WCA,4042,416.91,593.68,TOJRXIYG
SBEA6VXNRI6Y,4431,410.14,622.59,FHSVDIGH
3JYZ7MWBG9ZR,6836,404.76,747.19,FQOMWNGL
TI3VAKPPPUNX,3880,391.44,432.15,ANCAIDAQ
UJ3B3NJF6X89,4562,407.45,647.44,FQOMWNGL
BSJNR08A4D3K,1881,162.59,293.8,BKEXRLXH
HQCJ35L49NJC,5536,458.45,685.38,PQECJMNZ
PP3H909F7IRN,1322,131.68,247.03,OVIJVVMY
DTA7KZX7MRAP,2310,117.64,202.11,UXNVMXTP
GVBNC2PQ1PGQ,2569,128.32,193.25,RGQCTLCT
694CM47VW6MY,879,48.35,65.18,WLOIWDIT
W4IZOPWQ85U8,6077,365.35,558.62,FQOMWNGL
Z1GPO1HAQFF1,789,40.27,65.32,WLOIWDIT
D3CQNN2BVWVW,6142,406.1,459.3,OVIJVVMY
7UCL5I473HQX,7040,430.58,657.93,XTLSDMUL
FDTGISMD5WPQ,3828,419.63,631.12,KAAOTZPV
H4X64OC83Y8M,322,12.39,20.2,OASMAYFO
P81XTO5AZELE,3323,388.8,612.75,DVTTBGWX
FS3KQA3NU5Y5,2243,113.64,196.26,KGXRQYXG
UG3JNDXW2IAZ,3848,388.8,442.84,QQDWNFSO
JSNH55DDXS2Z,3774,426.46,705.36,FOLJGBPO
5RWLX92XZ3LL,6333,425.09,667.82,BIDYVWTH
TNTEWTNWM8HW,3377,366.64,674.25,CSSBDRWU
V7FTVUBXWFWR,1618,111.27,126.18,GGJOIYRG
R3N0O1SV9TP0,2068,128.32,203.39,PQECJMNZ
WIDMGYQAU2XP,2899,134.22,212.87,OFTXWWYN
WFQED2TOH3B2,1746,106.58,156.03,WLOIWDIT
522UBUC05MEC,3001,369.22,475.56,NHKMYOFY
7YU8R52TBZFL,2014,138.51,153.88,GZSGQYHN
BPED6YH5GF72,2883,122.52,224.58,SERWAZMX
D479J9L8Z16Q,5968,357.67,652.03,XTYQULIL
K1I6CV87PKBH,551,35.22,63.47,KAAOTZPV
THPJB8UQRCCJ,5330,399.41,678.2,DVTTBGWX
0B84E2A28VAO,859,39.24,66.98,NQBZXFHM
T9DYKAU1J359,4761,378.3,509.19,VZLQFRWX
NB238AMKL6GR,4266,445.82,773.05,NQBZXFHM
KSMXVZW37175,1519,134.22,148.04,UGJRJPUM
YEU4N5JPDRJW,7100,395.42,564.66,WILQBIGJ
I43X35ZIQY1T,4117,392.76,665.34,EKMACZFW
GIXYWWKX441U,6720,313.0,502.36,VZLQFRWX
CP7JNBMZCQ2Y,6341,360.22,553.3,RBMYXJCV
ZVG8MHO436FO,6813,392.76,728.18,MVBNIMZA
X95371ODWN17,5309,431.95,605.59,QQDWNFSO
TCDD7HLB8YTL,5446,429.2,698.31,BIDYVWTH
4LBIMS3XZRG6,3571,398.08,588.36,CSSBDRWU
HKE5UJ9PHGF2,1507,124.17,209.23,RBMYXJCV
F6NME667CJ6V,2202,124.99,147.24,KTVZJWHJ
XQ4CVWWY2F8I,4390,358.94,637.48,SASERNVV
HTHQ8UKQR5IW,6612,404.76,732.62,GZSGQYHN
H8FHL2IO92F1,701,30.46,56.93,EKMACZFW
WVD5KSMZC9KQ,5717,402.08,492.95,NQBZXFHM
71U2MEYYTOIS,2338,128.32,240.73,XTLSDMUL
KX1U1TB9W1BN,817,35.71,55.35,KAAOTZPV
U3E7MHHDFIXF,2432,101.21,165.17,BWZUXDTR
BVHPS6K3UB4O,1378,148.13,173.16,MSQAOKOB
D0MR11HLBJNV,6181,444.43,750.2,VBFCBKEA
YP821JZ28GCE,1574,128.32,157.06,XSILJQML
3D6XY176EMG0,4973,438.86,753.96,BKEXRLXH
78CZT9GAIAYX,381,14.37,20.23,UTCORDWC
0UA2DTGXL9GD,4669,455.63,826.06,SERWAZMX
WD2EBER6K8GB,6309,445.82,679.43,EFZFEWBD
7RE6WAYTDMQA,3941,373.1,576.81,OVIJVVMY
7EVTEB9UAZKX,5582,412.84,628.34,TCOWXXCU
2K6M0E12N4HE,3439,414.2,577.39,WLCEIYVC
5AX1YR7WLK1M,1474,135.08,211.67,KJSJOKLM
DCFMNHZZGBMZ,2451,147.24,197.89,KGXRQYXG
11VC10KS7QV8,4507,448.62,565.26,TOJRXIYG
KD4K7XUH85A3,2800,108.91,136.79,GZSGQYHN
UFJ7HAHE4P5Y,5546,352.59,606.1,RGQCTLCT
8GY21C76RJAZ,5432,440.25,502.77,GGJOIYRG
8F9Q5FQN858F,5616,406.1,644.07,ZCZWGMYU
6GOOD1DGAWM6,2281,102.74,187.19,SASERNVV
VUYSR02DU3PV,6196,352.59,578.6,FOLJGBPO
ZSVKH5B4DEXG,1136,129.99,222.41,QDHPNSCH
Q5O4JL1AX6CC,6384,434.71,593.81,NQBZXFHM
Q373GLKTHXQR,1650,140.24,173.06,BKEXRLXH
523VXLKSS0JT,3124,429.2,719.34,RBMYXJCV
XLE8S6RXTZGK,6876,412.84,550.73,VBFCBKEA
0C8UKXWX6TQD,5929,429.2,711.18,VRRZLGHK
ALHFQCO7F2UH,2796,136.79,171.95,QWEFFAMZ
MQ683P65DRZS,4457,410.14,572.56,EUTQCTSM
BRK8V1KJME9H,1756,109.69,121.98,QYHTPPOO
15MTRCFMRTFT,4736,414.2,475.09,SERWAZMX
UYPW9TH1EJYK,7069,426.46,663.15,NHKMYOFY
F7SGSVNA8LQ9,312,12.72,19.79,OVIJVVMY
P3G5IAI9TY5W,2658,122.52,223.97,LYBAARTG
0I8P949YUHPD,3558,357.67,430.99,OASMAYFO
XFH2P5V8G3MA,1969,115.23,188.98,OTWBEGVW
L794FTSH8UTI,7037,418.27,768.78,FHSVDIGH
LOGOGP1D35I7,7139,410.14,645.97,DENVDEQY
TF1U8UMV7ZAU,2538,132.53,156.12,IHQDKKBV
NR136674JIKZ,4189,436.09,644.54,QYHTPPOO
DWQAMCN8HKFZ,5713,395.42,482.41,QDHPNSCH
9V2JFB9SHFDH,2589,112.85,172.32,UXNVMXTP
B0QV5SN7WG2V,3144,398.08,582.79,SXJLPXWP
A30WEW6JCRCF,215,11.14,18.98,RBMYXJCV
60BFW6I24WJ0,3844,398.08,562.49,QYHTPPOO
TXPY6X7GWN62,2987,447.22,626.56,UNTJETMO
4STY8QWLOG1J,2749,115.23,180.91,QDHPNSCH
B87M72XCQND5,4650,411.49,753.85,SASERNVV
ESOAXVBITWLF,2708,129.16,149.31,GGJOIYRG
773NBVQQ4872,5885,457.04,784.28,BKEXRLXH
JEJ64SSEMWMT,5664,427.83,794.05,BIDYVWTH
XIC9GICMC5N6,3449,495.77,576.58,WDXMBCNS
P64GUNRZXL9G,5610,419.63,555.17,CHKWUTQZ
8TU4TPH43HBA,7068,412.84,750.54,GUNUNVBC
99XJRIPAWY8Y,960,33.28,58.81,ZCZWGMYU
1PCKQLPZR56V,4662,420.99,763.68,KGXRQYXG
73D1A2AH5YCE,6561,408.79,695.76,RBMYXJCV
O6TK4NHXMBGS,2891,117.64,146.58,ARQXEVYF
4WH1NDC60ZEA,4767,367.93,505.9,DPCTSMVM
Z1REFJ06LMM8,2156,106.58,200.69,JKLYTTYX
E3FRC63KLFD2,4224,464.12,742.13,OODWWNVF
MEF25BMHKJS9,4641,487.05,710.12,BKEXRLXH
V4OSHPT45ZX4,3562,387.48,504.5,SERWAZMX
RUVP2VR5N1O6,1259,133.37,231.26,KAAOTZPV
0KWPQMXMZ9LV,4101,422.35,509.78,QWEFFAMZ
F2SS0VJCXOOU,1682,159.84,195.64,CHNSREHB
I4AHW1PRM4MG,2450,152.59,180.36,PSVGQMQG
8IBX7MD7HJ9V,3366,375.7,629.3,QYHTPPOO
LRW60MYFL58V,1265,145.48,210.95,QDHPNSCH
YCSG0X8GUE48,6414,427.83,569.44,UGJRJPUM
7CV6MG6KVXO0,6880,416.91,516.97,ECEXFPQP
1Q63SD43AY7X,3222,399.41,713.35,UGJRJPUM
2HW78GVVZ9PM,1666,95.97,156.43,VRRZLGHK
CUIKJ2YNE7PF,1558,118.45,186.32,POFQJISY
96U8WGRK9WKW,6512,436.09,527.67,CHKWUTQZ
9LE3E8SPURIW,5024,450.02,549.92,GWLQWWGF
ILAKF1RNRR1P,901,40.79,75.83,KGXRQYXG
VHBZH76ZQO0J,3814,482.72,844.76,TOJRXIYG
YLM4NGO6V954,4492,415.55,667.37,MLUBXBOB
0BKX41VNQVAW,4273,361.5,575.51,GGJOIYRG
BYIP8LT2HIMU,4456,419.63,694.49,UXNVMXTP
WOYQNAC21M4P,2257,144.6,232.37,KGXRQYXG
PIA5FEFO4KRK,7060,379.61,514.75,GUNUNVBC
PJLDY59TY2UE,3731,418.27,753.3,IORAGUSE
MZ42M8A02OAV,3875,351.32,613.05,TCOWXXCU
HUL3MMFEL5JK,6740,388.8,458.4,SERWAZMX
SIY5U4AV5FQ7,2370,115.23,212.14,QWEFFAMZ
GVCQ7RU6DU3U,6569,371.8,471.44,BWZUXDTR
2UKFGGOWL7IM,5619,374.4,621.88,AOQAITFZ
VN3MDPICOOUD,1852,101.21,170.54,CHNSREHB
DW3HGVLZJN8V,7131,391.44,728.47,PQECJMNZ
MY8WL7NXREF7,1832,124.99,177.11,SASERNVV
GVC1QV42PS86,4948,419.63,574.05,DPCTSMVM
R7VR9HNDCQ24,2346,129.16,238.04,MLUBXBOB
CXIUFD1C0M8R,6991,374.4,548.87,VZLQFRWX
R7K924C9WFFL,3033,455.63,605.08,ANCAIDAQ
XCYYKA4DDY4E,2985,419.63,782.61,SXJLPXWP
3H6ODIHSNZF3,4024,382.22,520.58,SERWAZMX
OT28Y00TLTHY,2289,133.37,213.79,XTYQULIL
0K384IVY6Y1Y,1239,129.99,161.19,CSDSYWJU
I55R8T0CNM6S,5858,420.99,774.62,ZCZWGMYU
8RELPHABLDLF,6484,464.12,681.79,GWLQWWGF
S96GP7BYOEAO,772,35.22,51.07,SXJLPXWP
BV65WLQ6ZK6B,6458,375.7,548.52,BWZUXDTR
NK3FP0YWFQ7R,1443,109.69,151.7,EKMACZFW
XRAOF849UDZE,6828,410.14,474.12,OFTXWWYN
Q4APOQKD8XZ0,109,4.22,4.92,IHQDKKBV
MAII0YSY3FBN,5581,380.92,555.76,CHKWUTQZ
2VCFR7HL0R4M,691,39.24,69.96,QQDWNFSO
Z6WYMYY8VTA6,5182,384.85,550.72,OODWWNVF
GBAOQ5BOQ7SZ,4009,426.46,777.44,AOQAITFZ
LSYFLIWDY69M,2247,120.07,170.86,QQDWNFSO
W86YBOEF2Q4N,3228,399.41,621.08,POFQJISY
YNJE1FZXFKN8,2341,128.32,199.67,LGMCZVRT
RLKBV3J6U7DM,2978,102.74,194.49,FHSVDIGH
7P6QAT47JH6T,1661,99.7,174.57,ZCZWGMYU
IJPT05R208C7,6805,402.08,507.02,XFYKVPCZ
O3I5Z7R83EJV,1062,35.22,57.9,CHNSREHB
1OQ9KFT6EAKE,5063,373.1,563.75,KGXRQYXG
EUZYOFEA6FU0,4799,431.95,591.77,GATJXFAG
3DEJTVYL8T0K,5920,427.83,530.94,CKLULBLA
A4TFCV7T09H9,5942,380.92,669.28,AOQAITFZ
P2384DJMS9KS,490,40.79,56.74,EFZFEWBD
KE5V8PF0LIPD,2046,140.24,209.66,CSDSYWJU
W0MLLZ3I1SAZ,4268,392.76,635.49,UGJRJPUM
NUX466S2KDOG,3257,426.46,645.23,GGJOIYRG
FUTM8BM4L2K2,4569,382.22,682.26,OODWWNVF
4KG48SZ5LKUC,3148,419.63,766.24,WLCEIYVC
GARXAI42YZNU,3203,438.86,528.83,GUNUNVBC
16MVN8F7MBNS,3494,407.45,710.19,SERWAZMX
6LBNY4T6UNJB,5612,395.42,714.92,RGQCTLCT
LJGZG7AHRTJ5,2434,141.98,158.02,RBMYXJCV
9MAR0L9BQ79L,4281,399.41,750.49,YNMMBGMH
0B04NUWFB2ON,1379,107.35,154.37,WTTXQKPY
HQWPRVINZXQ8,1602,124.99,177.99,BKEXRLXH
NRTDBPZERCIJ,5531,416.91,725.42,FQOMWNGL
XQTPNVAB7FVD,3717,360.22,537.09,RGQCTLCT
CX0QIN0EUYJS,143,3.24,5.72,BKEXRLXH
2M5MPPJIOIH6,2286,118.45,170.45,MGJSEDFG
Q47TI2ACB1PR,3407,422.35,658.44,CSSBDRWU
XAEZ32VZDPJT,1395,101.97,130.42,XFYKVPCZ
ZTPXCX92I5K0,942,30.92,53.55,SERWAZMX
267UWJL0ZD3D,1546,105.8,143.36,RGQCTLCT
SDHKQDFYZIK3,3343,384.85,717.36,FHSVDIGH
RJ12VDI5T7IG,6963,462.7,614.0,GZSGQYHN
MFDIYBMS0KG3,4286,440.25,512.89,CSSBDRWU
A5FYL5OY399X,4680,355.12,663.72,DVTTBGWX
UNLJKYDUO2O5,764,34.25,52.88,IHQDKKBV
I7W4DXNFUPNT,939,40.27,73.94,NHKMYOFY
DP87O270N1B2,6355,394.09,485.91,KJSJOKLM
2NP9Z4I6ELQ3,6760,412.84,705.13,KHYHIZDT
ORPDT0LO6YWJ,3950,416.91,491.54,IORAGUSE
YP2H8AC0T8U2,5704,355.12,519.19,KTVZJWHJ
PPD0KH6VJYCK,3549,482.72,910.89,ANCAIDAQ
6ACDARXR2LEB,2550,108.91,157.81,IORAGUSE
D9L3CEMPJ7PG,3197,420.99,551.08,MSQAOKOB
QXT7I4IVHD90,5787,353.85,580.67,GZSGQYHN
153R24MW11AX,1302,119.26,190.7,MLUBXBOB
247SGCW8KNQV,5931,391.44,600.86,PSVGQMQG
NFQ7LK1ZZ58M,1954,128.32,233.16,PSVGQMQG
1WHSI3XW5WOA,1383,113.64,138.07,WLOIWDIT
UEX21FGF2J0Q,5755,466.96,820.45,CSDSYWJU
5X31YZHVX66M,2818,131.68,220.83,WDXMBCNS
T1I656ZKCFH0,3501,400.75,688.89,IORAGUSE
T1K73YH4I0EC,697,45.05,57.98,SERWAZMX
Z7Z0YDDKWO76,1536,110.48,128.16,PSMQGMBF
RHXJAXSMAFXH,1167,120.07,160.29,WTTXQKPY
U12W4V7JNYDA,2453,112.85,129.1,MVBNIMZA
6CBM4KEFJV33,2533,118.45,134.68,MGJSEDFG
7STGWV3CE2PO,4487,408.79,727.65,PQECJMNZ
64V4D0F6S42X,4139,383.54,656.62,OJQBDSJE
G2I2S91VZIQS,5814,357.67,517.55,VZLQFRWX
CO9PKDQ2WJCL,2606,114.44,186.19,KJSJOKLM
UMHRNZ9J0IX8,821,38.22,55.19,SASERNVV
RTEPJIYV5AUA,871,36.71,51.14,XSILJQML
MP9BIEF32YE5,1043,39.24,53.68,KAAOTZPV
J1QX7N3T7V2D,2973,133.37,164.58,QHMXJBCY
JC2R82YJKYET,874,46.69,58.6,TOJRXIYG
